Name, NSSDC,LaunchLoc,LaunchCountry,LaunchDate,URL
KH 8-28,1970-061A,Vandenberg AFB, United States,8/18/70,/nmc/spacecraftDisplay.do?id=1970-061A
Cosmos  357,1970-063A,Plesetsk, U.S.S.R,8/19/70,/nmc/spacecraftDisplay.do?id=1970-063A
Skynet 1B,1970-062A,Cape Canaveral, United States,8/19/70,/nmc/spacecraftDisplay.do?id=1970-062A
Cosmos  358,1970-064A,Plesetsk, U.S.S.R,8/20/70,/nmc/spacecraftDisplay.do?id=1970-064A
Cosmos  359,1970-065A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,8/22/70,/nmc/spacecraftDisplay.do?id=1970-065A
Ferret 14,1970-066A,Vandenberg AFB, United States,8/26/70,/nmc/spacecraftDisplay.do?id=1970-066A
Transit-O 19,1970-067A,Vandenberg AFB, United States,8/27/70,/nmc/spacecraftDisplay.do?id=1970-067A
Cosmos  360,1970-068A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,8/29/70,/nmc/spacecraftDisplay.do?id=1970-068A
Canyon 3,1970-069A,Cape Canaveral, United States,9/1/70,/nmc/spacecraftDisplay.do?id=1970-069A
DMSP 5A/F2,1970-070A,Vandenberg AFB, United States,9/3/70,/nmc/spacecraftDisplay.do?id=1970-070A
Cosmos  361,1970-071A,Plesetsk, U.S.S.R,9/8/70,/nmc/spacecraftDisplay.do?id=1970-071A
Luna 16,1970-072A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,9/12/70,/nmc/spacecraftDisplay.do?id=1970-072A
Cosmos  362,1970-073A,Plesetsk, U.S.S.R,9/16/70,/nmc/spacecraftDisplay.do?id=1970-073A
Cosmos  363,1970-074A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,9/17/70,/nmc/spacecraftDisplay.do?id=1970-074A
Cosmos  364,1970-075A,Plesetsk, U.S.S.R,9/22/70,/nmc/spacecraftDisplay.do?id=1970-075A
Cosmos  365,1970-076A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,9/25/70,/nmc/spacecraftDisplay.do?id=1970-076A
MU-4S-1,MU4S-1,Uchinoura Space Center, Japan,9/25/70,/nmc/spacecraftDisplay.do?id=MU4S-1
Molniya 1-15,1970-077A,Plesetsk, U.S.S.R,9/29/70,/nmc/spacecraftDisplay.do?id=1970-077A
Cosmos  366,1970-078A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,10/1/70,/nmc/spacecraftDisplay.do?id=1970-078A
Cosmos  367,1970-079A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,10/3/70,/nmc/spacecraftDisplay.do?id=1970-079A
Cosmos  368,1970-080A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,10/8/70,/nmc/spacecraftDisplay.do?id=1970-080A
Cosmos  369,1970-081A,Plesetsk, U.S.S.R,10/8/70,/nmc/spacecraftDisplay.do?id=1970-081A
Cosmos  370,1970-082A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,10/9/70,/nmc/spacecraftDisplay.do?id=1970-082A
Cosmos  371,1970-083A,Plesetsk, U.S.S.R,10/12/70,/nmc/spacecraftDisplay.do?id=1970-083A
Intercosmos  4,1970-084A,Kapustin Yar, U.S.S.R,10/14/70,/nmc/spacecraftDisplay.do?id=1970-084A
Meteor 1-6,1970-085A,Plesetsk, U.S.S.R,10/15/70,/nmc/spacecraftDisplay.do?id=1970-085A
Cosmos  372,1970-086A,Plesetsk, U.S.S.R,10/16/70,/nmc/spacecraftDisplay.do?id=1970-086A
Cosmos  373,1970-087A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,10/20/70,/nmc/spacecraftDisplay.do?id=1970-087A
Zond 8,1970-088A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,10/20/70,/nmc/spacecraftDisplay.do?id=1970-088A
Cosmos  374,1970-089A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,10/23/70,/nmc/spacecraftDisplay.do?id=1970-089A
KH 8-29,1970-090A,Vandenberg AFB, United States,10/23/70,/nmc/spacecraftDisplay.do?id=1970-090A
Cosmos  375,1970-091A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,10/30/70,/nmc/spacecraftDisplay.do?id=1970-091A
Cosmos  376,1970-092A,Plesetsk, U.S.S.R,10/30/70,/nmc/spacecraftDisplay.do?id=1970-092A
1970-093B,1970-093B,Cape Canaveral, United States,11/6/70,/nmc/spacecraftDisplay.do?id=1970-093B
1970-093C,1970-093C,Cape Canaveral, United States,11/6/70,/nmc/spacecraftDisplay.do?id=1970-093C
IMEWS 1,1970-093A,Cape Canaveral, United States,11/6/70,/nmc/spacecraftDisplay.do?id=1970-093A
OFO 1,1970-094A,Wallops Island, United States,11/9/70,/nmc/spacecraftDisplay.do?id=1970-094A
RM 1,1970-094B,Wallops Island, United States,11/9/70,/nmc/spacecraftDisplay.do?id=1970-094B
Luna 17/Lunokhod 1,1970-095A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,11/10/70,/nmc/spacecraftDisplay.do?id=1970-095A
Lunokhod 1,1970-095D,Tyuratam (Baikonur Cosmodrome), U.S.S.R,11/10/70,/nmc/spacecraftDisplay.do?id=1970-095D
Cosmos  377,1970-096A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,11/11/70,/nmc/spacecraftDisplay.do?id=1970-096A
Cosmos  378,1970-097A,Plesetsk, U.S.S.R,11/17/70,/nmc/spacecraftDisplay.do?id=1970-097A
KH-4B 1112,1970-098A,Vandenberg AFB, United States,11/18/70,/nmc/spacecraftDisplay.do?id=1970-098A
KH-4B 1112 Subsatellite,1970-098B,Vandenberg AFB, United States,11/18/70,/nmc/spacecraftDisplay.do?id=1970-098B
Cosmos  379,1970-099A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,11/24/70,/nmc/spacecraftDisplay.do?id=1970-099A
Cosmos  380,1970-100A,Plesetsk, U.S.S.R,11/24/70,/nmc/spacecraftDisplay.do?id=1970-100A
Molniya 1-16,1970-101A,Plesetsk, U.S.S.R,11/27/70,/nmc/spacecraftDisplay.do?id=1970-101A
OAO-B,OAO-B,Cape Canaveral, United States,11/30/70,/nmc/spacecraftDisplay.do?id=OAO-B
Cosmos  381,1970-102A,Plesetsk, U.S.S.R,12/2/70,/nmc/spacecraftDisplay.do?id=1970-102A
Cosmos  382,1970-103A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,12/2/70,/nmc/spacecraftDisplay.do?id=1970-103A
Cosmos  383,1970-104A,Plesetsk, U.S.S.R,12/3/70,/nmc/spacecraftDisplay.do?id=1970-104A
Cosmos  384,1970-105A,Plesetsk, U.S.S.R,12/10/70,/nmc/spacecraftDisplay.do?id=1970-105A
NOAA  1,1970-106A,Vandenberg AFB, United States,12/11/70,/nmc/spacecraftDisplay.do?id=1970-106A
Cosmos  385,1970-108A,Plesetsk, U.S.S.R,12/12/70,/nmc/spacecraftDisplay.do?id=1970-108A
Uhuru,1970-107A,San Marco Platform, Kenya,12/12/70,/nmc/spacecraftDisplay.do?id=1970-107A
Cosmos  386,1970-110A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,12/15/70,/nmc/spacecraftDisplay.do?id=1970-110A
Cosmos  387,1970-111A,Plesetsk, U.S.S.R,12/16/70,/nmc/spacecraftDisplay.do?id=1970-111A
Cosmos  388,1970-112A,Plesetsk, U.S.S.R,12/18/70,/nmc/spacecraftDisplay.do?id=1970-112A
Cosmos  389,1970-113A,Plesetsk, U.S.S.R,12/18/70,/nmc/spacecraftDisplay.do?id=1970-113A
PEOLE 1,1970-109A,Kourou, French Guiana,12/24/70,/nmc/spacecraftDisplay.do?id=1970-109A
Molniya 1-17,1970-114A,Plesetsk, U.S.S.R,12/25/70,/nmc/spacecraftDisplay.do?id=1970-114A
Cosmos  390,1971-001A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,1/12/71,/nmc/spacecraftDisplay.do?id=1971-001A
Cosmos  391,1971-002A,Plesetsk, U.S.S.R,1/14/71,/nmc/spacecraftDisplay.do?id=1971-002A
Meteor 1-7,1971-003A,Plesetsk, U.S.S.R,1/20/71,/nmc/spacecraftDisplay.do?id=1971-003A
Cosmos  392,1971-004A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,1/21/71,/nmc/spacecraftDisplay.do?id=1971-004A
KH 8-30,1971-005A,Vandenberg AFB, United States,1/21/71,/nmc/spacecraftDisplay.do?id=1971-005A
Cosmos  393,1971-007A,Plesetsk, U.S.S.R,1/26/71,/nmc/spacecraftDisplay.do?id=1971-007A
INTELSAT 4 F-2,1971-006A,Cape Canaveral, United States,1/26/71,/nmc/spacecraftDisplay.do?id=1971-006A
Apollo 14 Command and Service Module (CSM),1971-008A,Cape Canaveral, United States,1/31/71,/nmc/spacecraftDisplay.do?id=1971-008A
Apollo 14 Lunar Module / ALSEP,1971-008C,Cape Canaveral, United States,1/31/71,/nmc/spacecraftDisplay.do?id=1971-008C
Apollo 14 SIVB,1971-008B,Cape Canaveral, United States,1/31/71,/nmc/spacecraftDisplay.do?id=1971-008B
NATO 2,1971-009A,Cape Canaveral, United States,2/3/71,/nmc/spacecraftDisplay.do?id=1971-009A
Cosmos  394,1971-010A,Plesetsk, U.S.S.R,2/9/71,/nmc/spacecraftDisplay.do?id=1971-010A
Tansei 1,1971-011A,Uchinoura Space Center, Japan,2/16/71,/nmc/spacecraftDisplay.do?id=1971-011A
Calsphere 3,1971-012C,Vandenberg AFB, United States,2/17/71,/nmc/spacecraftDisplay.do?id=1971-012C
Calsphere 4,1971-012D,Vandenberg AFB, United States,2/17/71,/nmc/spacecraftDisplay.do?id=1971-012D
Calsphere 5,1971-012E,Vandenberg AFB, United States,2/17/71,/nmc/spacecraftDisplay.do?id=1971-012E
DMSP 5A/F3,1971-012A,Vandenberg AFB, United States,2/17/71,/nmc/spacecraftDisplay.do?id=1971-012A
Cosmos  395,1971-013A,Plesetsk, U.S.S.R,2/18/71,/nmc/spacecraftDisplay.do?id=1971-013A
Cosmos  396,1971-014A,Plesetsk, U.S.S.R,2/18/71,/nmc/spacecraftDisplay.do?id=1971-014A
Cosmos  397,1971-015A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,2/25/71,/nmc/spacecraftDisplay.do?id=1971-015A
Cosmos  398,1971-016A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,2/26/71,/nmc/spacecraftDisplay.do?id=1971-016A
Cosmos  399,1971-017A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,3/3/71,/nmc/spacecraftDisplay.do?id=1971-017A
Shijian 1,1971-018A,Shuang Cheng-Tzu, Peoples Republic of China,3/3/71,/nmc/spacecraftDisplay.do?id=1971-018A
IMP-I,1971-019A,Cape Canaveral, United States,3/13/71,/nmc/spacecraftDisplay.do?id=1971-019A
Cosmos  400,1971-020A,Plesetsk, U.S.S.R,3/19/71,/nmc/spacecraftDisplay.do?id=1971-020A
Jumpseat 1,1971-021A,Vandenberg AFB, United States,3/21/71,/nmc/spacecraftDisplay.do?id=1971-021A
KH-4B 1114,1971-022A,Vandenberg AFB, United States,3/24/71,/nmc/spacecraftDisplay.do?id=1971-022A
Cosmos  401,1971-023A,Plesetsk, U.S.S.R,3/27/71,/nmc/spacecraftDisplay.do?id=1971-023A
Cosmos  402,1971-025A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,4/1/71,/nmc/spacecraftDisplay.do?id=1971-025A
ISIS 2,1971-024A,Vandenberg AFB, United States,4/1/71,/nmc/spacecraftDisplay.do?id=1971-024A
Cosmos  403,1971-026A,Plesetsk, U.S.S.R,4/2/71,/nmc/spacecraftDisplay.do?id=1971-026A
Cosmos  404,1971-027A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,4/4/71,/nmc/spacecraftDisplay.do?id=1971-027A
Cosmos  405,1971-028A,Plesetsk, U.S.S.R,4/7/71,/nmc/spacecraftDisplay.do?id=1971-028A
Cosmos  406,1971-029A,Plesetsk, U.S.S.R,4/14/71,/nmc/spacecraftDisplay.do?id=1971-029A
Tournesol,1971-030A,Kourou, French Guiana,4/15/71,/nmc/spacecraftDisplay.do?id=1971-030A
Meteor 1-8,1971-031A,Plesetsk, U.S.S.R,4/17/71,/nmc/spacecraftDisplay.do?id=1971-031A
Salyut 1,1971-032A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,4/19/71,/nmc/spacecraftDisplay.do?id=1971-032A
KH 8-31,1971-033A,Vandenberg AFB, United States,4/22/71,/nmc/spacecraftDisplay.do?id=1971-033A
Cosmos  407,1971-035A,Plesetsk, U.S.S.R,4/23/71,/nmc/spacecraftDisplay.do?id=1971-035A
Soyuz 10,1971-034A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,4/23/71,/nmc/spacecraftDisplay.do?id=1971-034A
Cosmos  408,1971-037A,Plesetsk, U.S.S.R,4/24/71,/nmc/spacecraftDisplay.do?id=1971-037A
San Marco 3,1971-036A,San Marco Platform, Kenya,4/24/71,/nmc/spacecraftDisplay.do?id=1971-036A
Cosmos  409,1971-038A,Plesetsk, U.S.S.R,4/28/71,/nmc/spacecraftDisplay.do?id=1971-038A
1971-039B,1971-039B,Cape Canaveral, United States,5/5/71,/nmc/spacecraftDisplay.do?id=1971-039B
IMEWS 2,1971-039A,Cape Canaveral, United States,5/5/71,/nmc/spacecraftDisplay.do?id=1971-039A
Cosmos  410,1971-040A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,5/6/71,/nmc/spacecraftDisplay.do?id=1971-040A
Cosmos  411,1971-041A,Plesetsk, U.S.S.R,5/7/71,/nmc/spacecraftDisplay.do?id=1971-041A
Cosmos  412,1971-041B,Plesetsk, U.S.S.R,5/7/71,/nmc/spacecraftDisplay.do?id=1971-041B
Cosmos  413,1971-041C,Plesetsk, U.S.S.R,5/7/71,/nmc/spacecraftDisplay.do?id=1971-041C
Cosmos  414,1971-041D,Plesetsk, U.S.S.R,5/7/71,/nmc/spacecraftDisplay.do?id=1971-041D
Cosmos  415,1971-041E,Plesetsk, U.S.S.R,5/7/71,/nmc/spacecraftDisplay.do?id=1971-041E
Cosmos  416,1971-041F,Plesetsk, U.S.S.R,5/7/71,/nmc/spacecraftDisplay.do?id=1971-041F
Cosmos  417,1971-041G,Plesetsk, U.S.S.R,5/7/71,/nmc/spacecraftDisplay.do?id=1971-041G
Cosmos  418,1971-041H,Plesetsk, U.S.S.R,5/7/71,/nmc/spacecraftDisplay.do?id=1971-041H
Mariner-H,MARINH,Cape Canaveral, United States,5/9/71,/nmc/spacecraftDisplay.do?id=MARINH
Cosmos  419,1971-042A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,5/10/71,/nmc/spacecraftDisplay.do?id=1971-042A
Cosmos  420,1971-043A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,5/18/71,/nmc/spacecraftDisplay.do?id=1971-043A
Cosmos  421,1971-044A,Plesetsk, U.S.S.R,5/19/71,/nmc/spacecraftDisplay.do?id=1971-044A
Mars 2,1971-045A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,5/19/71,/nmc/spacecraftDisplay.do?id=1971-045A
Mars 2 Lander,1971-045D,Tyuratam (Baikonur Cosmodrome), U.S.S.R,5/19/71,/nmc/spacecraftDisplay.do?id=1971-045D
Cosmos  422,1971-046A,Plesetsk, U.S.S.R,5/22/71,/nmc/spacecraftDisplay.do?id=1971-046A
Cosmos  423,1971-047A,Plesetsk, U.S.S.R,5/27/71,/nmc/spacecraftDisplay.do?id=1971-047A
Cosmos  424,1971-048A,Plesetsk, U.S.S.R,5/28/71,/nmc/spacecraftDisplay.do?id=1971-048A
Mars 3,1971-049A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,5/28/71,/nmc/spacecraftDisplay.do?id=1971-049A
Mars 3 Lander,1971-049F,Tyuratam (Baikonur Cosmodrome), U.S.S.R,5/28/71,/nmc/spacecraftDisplay.do?id=1971-049F
Cosmos  425,1971-050A,Plesetsk, U.S.S.R,5/29/71,/nmc/spacecraftDisplay.do?id=1971-050A
Mariner  9,1971-051A,Cape Canaveral, United States,5/30/71,/nmc/spacecraftDisplay.do?id=1971-051A
Cosmos  426,1971-052A,Plesetsk, U.S.S.R,6/4/71,/nmc/spacecraftDisplay.do?id=1971-052A
Soyuz 11,1971-053A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,6/6/71,/nmc/spacecraftDisplay.do?id=1971-053A
1971-054A,1971-054A,Vandenberg AFB, United States,6/8/71,/nmc/spacecraftDisplay.do?id=1971-054A
Cosmos  427,1971-055A,Plesetsk, U.S.S.R,6/11/71,/nmc/spacecraftDisplay.do?id=1971-055A
KH 9-01,1971-056A,Vandenberg AFB, United States,6/15/71,/nmc/spacecraftDisplay.do?id=1971-056A
Cosmos  428,1971-057A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,6/24/71,/nmc/spacecraftDisplay.do?id=1971-057A
SOLRAD 10,1971-058A,Wallops Island, United States,7/8/71,/nmc/spacecraftDisplay.do?id=1971-058A
1971-060A,1971-060A,Vandenberg AFB, United States,7/16/71,/nmc/spacecraftDisplay.do?id=1971-060A
Meteor 1-9,1971-059A,Plesetsk, U.S.S.R,7/16/71,/nmc/spacecraftDisplay.do?id=1971-059A
Cosmos  429,1971-061A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,7/20/71,/nmc/spacecraftDisplay.do?id=1971-061A
Cosmos  430,1971-062A,Plesetsk, U.S.S.R,7/23/71,/nmc/spacecraftDisplay.do?id=1971-062A
Apollo 15 Command and Service Module (CSM),1971-063A,Cape Canaveral, United States,7/26/71,/nmc/spacecraftDisplay.do?id=1971-063A
Apollo 15 Lunar Module / ALSEP,1971-063C,Cape Canaveral, United States,7/26/71,/nmc/spacecraftDisplay.do?id=1971-063C
Apollo 15 SIVB,1971-063B,Cape Canaveral, United States,7/26/71,/nmc/spacecraftDisplay.do?id=1971-063B
Molniya 1-18,1971-064A,Plesetsk, U.S.S.R,7/28/71,/nmc/spacecraftDisplay.do?id=1971-064A
Cosmos  431,1971-065A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,7/30/71,/nmc/spacecraftDisplay.do?id=1971-065A
Apollo 15 Subsatellite,1971-063D,Cape Canaveral, United States,8/4/71,/nmc/spacecraftDisplay.do?id=1971-063D
Cosmos  432,1971-066A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,8/5/71,/nmc/spacecraftDisplay.do?id=1971-066A
Cannon Ball 2,1971-067C,Vandenberg AFB, United States,8/7/71,/nmc/spacecraftDisplay.do?id=1971-067C
Grid Sphere 1,1971-067H,Vandenberg AFB, United States,8/7/71,/nmc/spacecraftDisplay.do?id=1971-067H
Grid Sphere 2,1971-067G,Vandenberg AFB, United States,8/7/71,/nmc/spacecraftDisplay.do?id=1971-067G
Musket Ball,1971-067D,Vandenberg AFB, United States,8/7/71,/nmc/spacecraftDisplay.do?id=1971-067D
Mylar Balloon,1971-067F,Vandenberg AFB, United States,8/7/71,/nmc/spacecraftDisplay.do?id=1971-067F
OV1-20,1971-067A,Vandenberg AFB, United States,8/7/71,/nmc/spacecraftDisplay.do?id=1971-067A
OV1-21,1971-067B,Vandenberg AFB, United States,8/7/71,/nmc/spacecraftDisplay.do?id=1971-067B
Rigid Sphere 1,1971-067P,Vandenberg AFB, United States,8/7/71,/nmc/spacecraftDisplay.do?id=1971-067P
Rigid Sphere 2,1971-067E,Vandenberg AFB, United States,8/7/71,/nmc/spacecraftDisplay.do?id=1971-067E
Cosmos  433,1971-068A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,8/9/71,/nmc/spacecraftDisplay.do?id=1971-068A
Cosmos  434,1971-069A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,8/12/71,/nmc/spacecraftDisplay.do?id=1971-069A
KH 8-32,1971-070A,Vandenberg AFB, United States,8/12/71,/nmc/spacecraftDisplay.do?id=1971-070A
EOLE 1,1971-071A,Wallops Island, United States,8/16/71,/nmc/spacecraftDisplay.do?id=1971-071A
Cosmos  435,1971-072A,Plesetsk, U.S.S.R,8/27/71,/nmc/spacecraftDisplay.do?id=1971-072A
Luna 18,1971-073A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,9/2/71,/nmc/spacecraftDisplay.do?id=1971-073A
Cosmos  436,1971-074A,Plesetsk, U.S.S.R,9/7/71,/nmc/spacecraftDisplay.do?id=1971-074A
1971-076B,1971-076B,Vandenberg AFB, United States,9/10/71,/nmc/spacecraftDisplay.do?id=1971-076B
Cosmos  437,1971-075A,Plesetsk, U.S.S.R,9/10/71,/nmc/spacecraftDisplay.do?id=1971-075A
KH-4B 1115,1971-076A,Vandenberg AFB, United States,9/10/71,/nmc/spacecraftDisplay.do?id=1971-076A
Cosmos  438,1971-077A,Plesetsk, U.S.S.R,9/14/71,/nmc/spacecraftDisplay.do?id=1971-077A
Cosmos  439,1971-078A,Plesetsk, U.S.S.R,9/21/71,/nmc/spacecraftDisplay.do?id=1971-078A
Cosmos  440,1971-079A,Plesetsk, U.S.S.R,9/24/71,/nmc/spacecraftDisplay.do?id=1971-079A
Cosmos  441,1971-081A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,9/28/71,/nmc/spacecraftDisplay.do?id=1971-081A
Luna 19,1971-082A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,9/28/71,/nmc/spacecraftDisplay.do?id=1971-082A
Shinsei,1971-080A,Uchinoura Space Center, Japan,9/28/71,/nmc/spacecraftDisplay.do?id=1971-080A
Cosmos  442,1971-084A,Plesetsk, U.S.S.R,9/29/71,/nmc/spacecraftDisplay.do?id=1971-084A
OSO 7,1971-083A,Cape Canaveral, United States,9/29/71,/nmc/spacecraftDisplay.do?id=1971-083A
TETR 4,1971-083B,Cape Canaveral, United States,9/29/71,/nmc/spacecraftDisplay.do?id=1971-083B
Cosmos  443,1971-085A,Plesetsk, U.S.S.R,10/7/71,/nmc/spacecraftDisplay.do?id=1971-085A
Cosmos  444,1971-086A,Plesetsk, U.S.S.R,10/13/71,/nmc/spacecraftDisplay.do?id=1971-086A
Cosmos  445,1971-086B,Plesetsk, U.S.S.R,10/13/71,/nmc/spacecraftDisplay.do?id=1971-086B
Cosmos  446,1971-086C,Plesetsk, U.S.S.R,10/13/71,/nmc/spacecraftDisplay.do?id=1971-086C
Cosmos  447,1971-086D,Plesetsk, U.S.S.R,10/13/71,/nmc/spacecraftDisplay.do?id=1971-086D
Cosmos  448,1971-086E,Plesetsk, U.S.S.R,10/13/71,/nmc/spacecraftDisplay.do?id=1971-086E
Cosmos  449,1971-086F,Plesetsk, U.S.S.R,10/13/71,/nmc/spacecraftDisplay.do?id=1971-086F
Cosmos  450,1971-086G,Plesetsk, U.S.S.R,10/13/71,/nmc/spacecraftDisplay.do?id=1971-086G
Cosmos  451,1971-086H,Plesetsk, U.S.S.R,10/13/71,/nmc/spacecraftDisplay.do?id=1971-086H
Cosmos  452,1971-088A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,10/14/71,/nmc/spacecraftDisplay.do?id=1971-088A
DMSP 5B/F1,1971-087A,Vandenberg AFB, United States,10/14/71,/nmc/spacecraftDisplay.do?id=1971-087A
S71-2,1971-089A,Vandenberg AFB, United States,10/17/71,/nmc/spacecraftDisplay.do?id=1971-089A
Cosmos  453,1971-090A,Plesetsk, U.S.S.R,10/19/71,/nmc/spacecraftDisplay.do?id=1971-090A
ITOS-B,ITOS-B,Vandenberg AFB, United States,10/21/71,/nmc/spacecraftDisplay.do?id=ITOS-B
KH 8-33,1971-092A,Vandenberg AFB, United States,10/23/71,/nmc/spacecraftDisplay.do?id=1971-092A
Prospero 1,1971-093A,Woomera, Australia,10/28/71,/nmc/spacecraftDisplay.do?id=1971-093A
Cosmos  454,1971-094A,Plesetsk, U.S.S.R,11/2/71,/nmc/spacecraftDisplay.do?id=1971-094A
DSCS II-01,1971-095A,Cape Canaveral, United States,11/3/71,/nmc/spacecraftDisplay.do?id=1971-095A
DSCS II-02,1971-095B,Cape Canaveral, United States,11/3/71,/nmc/spacecraftDisplay.do?id=1971-095B
Europa II,EUROP2,Kourou, French Guiana,11/5/71,/nmc/spacecraftDisplay.do?id=EUROP2
S-Cubed A,1971-096A,San Marco Platform, Kenya,11/15/71,/nmc/spacecraftDisplay.do?id=1971-096A
Cosmos  455,1971-097A,Plesetsk, U.S.S.R,11/17/71,/nmc/spacecraftDisplay.do?id=1971-097A
Cosmos  456,1971-098A,Plesetsk, U.S.S.R,11/19/71,/nmc/spacecraftDisplay.do?id=1971-098A
Cosmos  457,1971-099A,Plesetsk, U.S.S.R,11/20/71,/nmc/spacecraftDisplay.do?id=1971-099A
Molniya 2- 1,1971-100A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,11/24/71,/nmc/spacecraftDisplay.do?id=1971-100A
Cosmos  458,1971-101A,Plesetsk, U.S.S.R,11/29/71,/nmc/spacecraftDisplay.do?id=1971-101A
Cosmos  459,1971-102A,Plesetsk, U.S.S.R,11/29/71,/nmc/spacecraftDisplay.do?id=1971-102A
Cosmos  460,1971-103A,Plesetsk, U.S.S.R,11/30/71,/nmc/spacecraftDisplay.do?id=1971-103A
Cosmos  461,1971-105A,Plesetsk, U.S.S.R,12/2/71,/nmc/spacecraftDisplay.do?id=1971-105A
Intercosmos  5,1971-104A,Kapustin Yar, U.S.S.R,12/2/71,/nmc/spacecraftDisplay.do?id=1971-104A
Cosmos  462,1971-106A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,12/3/71,/nmc/spacecraftDisplay.do?id=1971-106A
Cosmos  463,1971-107A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,12/6/71,/nmc/spacecraftDisplay.do?id=1971-107A
Cosmos  464,1971-108A,Plesetsk, U.S.S.R,12/10/71,/nmc/spacecraftDisplay.do?id=1971-108A
Ariel 4,1971-109A,Vandenberg AFB, United States,12/11/71,/nmc/spacecraftDisplay.do?id=1971-109A
D2-A Polaire,POLAIRE,Kourou, French Guiana,12/11/71,/nmc/spacecraftDisplay.do?id=POLAIRE
1971-110A,1971-110A,Vandenberg AFB, United States,12/14/71,/nmc/spacecraftDisplay.do?id=1971-110A
Cosmos  465,1971-111A,Plesetsk, U.S.S.R,12/15/71,/nmc/spacecraftDisplay.do?id=1971-111A
Cosmos  466,1971-112A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,12/16/71,/nmc/spacecraftDisplay.do?id=1971-112A
Cosmos  467,1971-113A,Plesetsk, U.S.S.R,12/17/71,/nmc/spacecraftDisplay.do?id=1971-113A
Cosmos  468,1971-114A,Plesetsk, U.S.S.R,12/17/71,/nmc/spacecraftDisplay.do?id=1971-114A
Molniya 1-19,1971-115A,Plesetsk, U.S.S.R,12/19/71,/nmc/spacecraftDisplay.do?id=1971-115A
INTELSAT 4 F-3,1971-116A,Cape Canaveral, United States,12/20/71,/nmc/spacecraftDisplay.do?id=1971-116A
Cosmos  469,1971-117A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,12/25/71,/nmc/spacecraftDisplay.do?id=1971-117A
Aureol 1,1971-119A,Plesetsk, U.S.S.R,12/27/71,/nmc/spacecraftDisplay.do?id=1971-119A
Cosmos  470,1971-118A,Plesetsk, U.S.S.R,12/27/71,/nmc/spacecraftDisplay.do?id=1971-118A
Meteor 1-10,1971-120A,Plesetsk, U.S.S.R,12/29/71,/nmc/spacecraftDisplay.do?id=1971-120A
Cosmos  471,1972-001A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,1/12/72,/nmc/spacecraftDisplay.do?id=1972-001A
KH 9-02,1972-002A,Vandenberg AFB, United States,1/20/72,/nmc/spacecraftDisplay.do?id=1972-002A
INTELSAT 4 F-4,1972-003A,Cape Canaveral, United States,1/23/72,/nmc/spacecraftDisplay.do?id=1972-003A
